edad;sexo;alfabeto;sistema_salud;nivel_educativo;ocupacion_jerarquia;estado_civil;ingreso
56;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;4800
52;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;2;7100
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;5000
43;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;9000
52;mujer;Si;Planes y seguros públicos;Secundaria Completa;Cuenta propia;2;500
54;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;3;10000
36;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;10000
72;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Completa;Cuenta propia;1;1000
56;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;9000
53;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;4000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;20000
34;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;2000
22;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;3000
48;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;7000
60;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;1;40000
37;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;4;30000
35;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;40000
30;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;10000
38;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;8000
16;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;2000
40;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;10000
57;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;600
47;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;20000
31;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;1000
64;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;15000
52;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;5000
22;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;6000
53;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;8000
52;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;3000
39;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;1;8000
45;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;3;7000
73;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;4000
67;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;30000
69;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;15000
55;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;16000
36;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;500
65;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;2;65000
60;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;15000
58;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;2;12000
54;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;5000
29;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;5000
50;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Incompleta;Cuenta propia;4;25000
42;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;20000
54;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;20000
56;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
39;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;18000
69;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Trabajador asalariado;4;11000
36;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;18000
55;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;25000
50;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;5000
27;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;10000
43;hombre;Si;Planes y seguros públicos;Secundaria Incompleta;Cuenta propia;1;40000
60;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Director;4;50000
52;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;8000
22;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;2000
46;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;28000
18;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;3000
65;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Primaria Completa;Cuenta propia;4;1200
23;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;6000
42;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;7000
34;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;30000
60;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;4;8000
49;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;15000
59;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;20000
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;6000
41;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;12000
31;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;3;30000
34;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;8000
57;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;5500
66;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;1;30000
42;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;20000
37;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;4000
58;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;5000
30;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;3;15000
57;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;2;500
41;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;2;3000
31;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;3;7000
27;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;9500
25;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;2500
51;mujer;Si;No paga ni le descuentan;Secundaria Completa;Director;2;25000
17;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;600
57;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;5;15000
23;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;3000
33;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;6000
52;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;10000
21;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Cuenta propia;3;20000
57;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;2;12000
49;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;2000
29;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;3000
55;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;1;20000
41;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;30000
52;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;6000
57;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;2;7000
36;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;11500
36;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;10000
33;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;15000
40;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;15000
48;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;35000
37;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;4;30000
22;hombre;Si;Ns./Nr.;Primaria Completa;Cuenta propia;3;2000
57;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;8400
59;mujer;Si;Planes y seguros públicos;Secundaria Incompleta;Cuenta propia;3;6000
47;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;2500
35;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Secundaria Completa;Cuenta propia;4;18000
67;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;1000
43;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;5000
65;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;10000
48;hombre;Si;No paga ni le descuentan;Primaria Completa;Director;4;18000
35;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;5000
53;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;15000
61;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;12000
39;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;10900
39;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;10000
26;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;7000
25;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;4;35000
38;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;15000
24;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;8000
38;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;4;10000
39;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;10000
36;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;4;1500
58;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;5000
36;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;10000
73;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;25000
46;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Director;1;17000
41;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;10000
49;hombre;Si;Obra social (incluye PAMI);Primaria Incompleta(incluye educación especial);Cuenta propia;2;5000
25;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;15000
50;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;5;4000
52;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;1;10000
61;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;3000
79;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;5;9000
64;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;6000
46;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;4000
46;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;30000
26;hombre;Si;Planes y seguros públicos;Secundaria Incompleta;Cuenta propia;4;4000
45;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;5000
37;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;10000
68;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;3;2000
35;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;8000
42;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;15000
61;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;5;6000
44;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;5;17000
28;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;7000
48;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;6000
53;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;12000
23;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;5000
26;mujer;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;3;8000
34;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;8000
34;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;5000
27;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;9000
33;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;7000
48;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Director;4;18500
30;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;1;10000
27;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;10000
48;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;7000
47;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;5;3000
45;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Completa;Cuenta propia;1;20000
46;mujer;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;30000
53;mujer;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;2;10000
26;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;7000
24;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;7000
43;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;8000
57;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;7000
51;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;3;3500
30;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;4;12000
34;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;2000
45;mujer;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Director;2;60000
33;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;1;20000
45;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;1;12000
66;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;4000
30;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;5000
26;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Incompleta;Cuenta propia;1;20000
49;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;4;4000
37;hombre;Si;No paga ni le descuentan;Superior Universitaria Completa;Cuenta propia;3;18000
31;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Trabajador asalariado;1;25000
45;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;10000
62;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;8500
62;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;2;5000
40;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;3;20000
74;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;5;18000
63;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;5;4500
69;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;4000
69;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;1;1000
31;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;4;9000
61;mujer;Si;Obra social (incluye PAMI);Primaria Completa;Cuenta propia;2;11200
56;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;6000
26;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;3500
62;mujer;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Cuenta propia;2;17000
44;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;3;200
53;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;20000
54;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;35000
28;mujer;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;3000
53;hombre;Si;Obra social (incluye PAMI);Primaria Completa;Director;2;30000
57;hombre;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;2;3500
44;hombre;Si;Mutual / Prepaga / Servicio de emergencia;Superior Universitaria Incompleta;Director;1;21000
31;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;4;9000
66;hombre;Si;No paga ni le descuentan;Primaria Completa;Cuenta propia;3;2500
22;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Cuenta propia;3;3000
51;hombre;Si;Obra social (incluye PAMI);Superior Universitaria Completa;Director;2;60000
21;hombre;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;3;5000
44;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Director;1;7000
56;hombre;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;1;30000
40;hombre;Si;No paga ni le descuentan;Secundaria Incompleta;Director;3;14000
28;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;4;30000
53;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;10000
47;hombre;Si;No paga ni le descuentan;Superior Universitaria Incompleta;Cuenta propia;4;16000
29;mujer;Si;Obra social (incluye PAMI);Secundaria Incompleta;Cuenta propia;4;10000
65;hombre;Si;No paga ni le descuentan;Primaria Incompleta(incluye educación especial);Cuenta propia;1;3500
41;mujer;Si;Obra social (incluye PAMI);Secundaria Completa;Cuenta propia;2;10000
36;mujer;Si;No paga ni le descuentan;Secundaria Completa;Cuenta propia;1;3000
